Feedback_ID,Student_ID,Course_ID,Course_Name,Semester,Date,Language,Rating,Feedback_Text,Overall_Sentiment,Sentiment_Confidence,Aspect_Records,Topic_ID,Topic_Name,Topic_Probability,Cleaned_Text,Detected_Language,Language_Confidence,Predicted_Sentiment,Polarity_Score
FB_01031,STU_7446,CN204,Computer Networks & Security,Sem 5,2026-02-28,Hindi,4,"छात्रों की सहायता के लिए प्रोफेसर का रवैया बहुत सकारात्मक है। इसके अलावा बुनियादी ढांचा सामान्य है, काम चलाने लायक व्यवस्था है। हालांकि मार्क्स के साथ सुधार के लिए विस्तृत सुझाव भी दिए गए।",Positive,0.93,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""छात्रों की सहायता के लिए प्रोफेसर का रवैया बहुत सकारात्मक है।""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Neutral"", ""confidence"": 0.94, ""snippet"": ""बुनियादी ढांचा सामान्य है, काम चलाने लायक व्यवस्था है।""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.95, ""snippet"": ""मार्क्स के साथ सुधार के लिए विस्तृत सुझाव भी दिए गए।""}]",5,Course Theme 6,0.17,"छात्रों की सहायता के लिए प्रोफेसर का रवैया बहुत सकारात्मक है। इसके अलावा बुनियादी ढांचा सामान्य है, काम चलाने लायक व्यवस्था है। हालांकि मार्क्स के साथ सुधार के लिए विस्तृत सुझाव भी दिए गए।",Hindi,0.99,Positive,0.927
FB_01032,STU_5518,SE303,Software Engineering & Architecture,Sem 2,2024-09-27,Hinglish,5,"Exam normal tha, mix of easy and difficult questions. but Shared notes, code repos aur slides bohot well organized hain.",Positive,0.88,"[{""aspect"": ""Exams"", ""sentiment"": ""Neutral"", ""confidence"": 0.86, ""snippet"": ""Exam normal tha, mix of easy and difficult questions.""}, {""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.84, ""snippet"": ""Shared notes, code repos aur slides bohot well organized hain.""}]",2,Exam Difficulty & Time Management,0.16,"exam normal tha, mix of easy and difficult questions. but shared notes, code repos aur slides bohot well organized hain.",Hinglish,0.8,Positive,0.869
FB_01033,STU_2634,SE303,Software Engineering & Architecture,Sem 2,2024-08-15,Hinglish,3,"Syllabus cover ho gaya time pe, average teaching quality.",Neutral,0.83,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Neutral"", ""confidence"": 0.84, ""snippet"": ""Syllabus cover ho gaya time pe, average teaching quality.""}]",2,Exam Difficulty & Time Management,0.17,"syllabus cover ho gaya time pe, average teaching quality.",English,0.82,Neutral,0.006
FB_01034,STU_4157,CN204,Computer Networks & Security,Sem 4,2025-08-20,English,5,"Faculty genuinely cares about student learning and emotional well-being. Furthermore, The pace of the lectures is perfect, giving ample time to take notes.",Positive,0.93,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Positive"", ""confidence"": 0.84, ""snippet"": ""Faculty genuinely cares about student learning and emotional well-being.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""The pace of the lectures is perfect, giving ample time to take notes.""}]",1,Lab Infrastructure & Hardware,0.15,"faculty genuinely cares about student learning and emotional well-being. furthermore, the pace of the lectures is perfect, giving ample time to take notes.",Hinglish,0.8,Positive,0.933
FB_01035,STU_1448,CS101,Introduction to Programming,Sem 5,2026-02-02,English,2,"The lecture pace is way too fast, rushing through crucial theorems. Although The curriculum covers both solid theory and real-world applications. Although Too many repetitive assignments leaving no time for self-study.",Negative,0.58,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.94, ""snippet"": ""The lecture pace is way too fast, rushing through crucial theorems.""}, {""aspect"": ""Course Content"", ""sentiment"": ""Positive"", ""confidence"": 0.96, ""snippet"": ""The curriculum covers both solid theory and real-world applications.""}, {""aspect"": ""Assignments"", ""sentiment"": ""Negative"", ""confidence"": 0.88, ""snippet"": ""Too many repetitive assignments leaving no time for self-study.""}]",1,Lab Infrastructure & Hardware,0.16,"the lecture pace is way too fast, rushing through crucial theorems. although the curriculum covers both solid theory and real-world applications. although too many repetitive assignments leaving no time for self-study.",Hinglish,0.8,Negative,-0.557
FB_01036,STU_2126,ML301,Machine Learning & Neural Networks,Sem 1,2024-02-17,Hinglish,3,Mentor ne architectural review mein bohot valuable tips diye. waise Course unnecessarily hard hai aur prerequisites clear nahi the.,Neutral,0.72,"[{""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""Mentor ne architectural review mein bohot valuable tips diye.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.86, ""snippet"": ""Course unnecessarily hard hai aur prerequisites clear nahi the.""}]",2,Exam Difficulty & Time Management,0.16,mentor ne architectural review mein bohot valuable tips diye. waise course unnecessarily hard hai aur prerequisites clear nahi the.,Hinglish,0.88,Neutral,-0.096
FB_01037,STU_3581,AI401,Artificial Intelligence & Robotics,Sem 2,2024-10-08,English,3,"Lectures are exceptionally well structured and easy to follow. However, The final exam was unexpectedly harsh and disconnected from lecture topics.",Neutral,0.58,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""Lectures are exceptionally well structured and easy to follow.""}, {""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.92, ""snippet"": ""The final exam was unexpectedly harsh and disconnected from lecture topics.""}]",1,Lab Infrastructure & Hardware,0.16,"lectures are exceptionally well structured and easy to follow. however, the final exam was unexpectedly harsh and disconnected from lecture topics.",English,0.88,Neutral,-0.094
FB_01038,STU_9851,AI401,Artificial Intelligence & Robotics,Sem 6,2026-10-29,Hindi,2,प्रोजेक्ट के मूल्यांकन में पक्षपात देखने को मिला।,Negative,0.64,"[{""aspect"": ""Projects"", ""sentiment"": ""Negative"", ""confidence"": 0.93, ""snippet"": ""प्रोजेक्ट के मूल्यांकन में पक्षपात देखने को मिला।""}]",5,Course Theme 6,0.16,प्रोजेक्ट के मूल्यांकन में पक्षपात देखने को मिला।,Hindi,0.99,Negative,-0.634
FB_01039,STU_8983,DS201,Data Structures & Algorithms,Sem 2,2024-09-09,Hinglish,5,"Course curriculum bohot relevant aur industry standard ke hisab se designed hai. lekin Lab sessions bohot informative the, hands-on practice badhiya rahi. lekin Difficulty level bohot high hai, avg students ke liye cope karna mushkil hai.",Positive,0.77,"[{""aspect"": ""Course Content"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""Course curriculum bohot relevant aur industry standard ke hisab se designed hai.""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Lab sessions bohot informative the, hands-on practice badhiya rahi.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.97, ""snippet"": ""Difficulty level bohot high hai, avg students ke liye cope karna mushkil hai.""}]",2,Exam Difficulty & Time Management,0.16,"course curriculum bohot relevant aur industry standard ke hisab se designed hai. lekin lab sessions bohot informative the, hands-on practice badhiya rahi. lekin difficulty level bohot high hai, avg students ke liye cope karna mushkil hai.",Hinglish,0.92,Positive,0.756
FB_01040,STU_4259,DB202,Database Management Systems,Sem 4,2025-08-09,Hinglish,1,Assignments bohot lengthy hain aur submission deadlines bohot tight rakhi hain.,Negative,0.83,"[{""aspect"": ""Assignments"", ""sentiment"": ""Negative"", ""confidence"": 0.82, ""snippet"": ""Assignments bohot lengthy hain aur submission deadlines bohot tight rakhi hain.""}]",2,Exam Difficulty & Time Management,0.16,assignments bohot lengthy hain aur submission deadlines bohot tight rakhi hain.,Hinglish,0.93,Negative,-0.828
FB_01041,STU_4232,ML301,Machine Learning & Neural Networks,Sem 1,2024-02-16,English,3,"Lab sessions are disorganized and lack proper mentor guidance. However, The curriculum covers both solid theory and real-world applications.",Neutral,0.95,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.93, ""snippet"": ""Lab sessions are disorganized and lack proper mentor guidance.""}, {""aspect"": ""Course Content"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""The curriculum covers both solid theory and real-world applications.""}]",1,Lab Infrastructure & Hardware,0.16,"lab sessions are disorganized and lack proper mentor guidance. however, the curriculum covers both solid theory and real-world applications.",English,0.83,Neutral,0.006
FB_01042,STU_5081,CN204,Computer Networks & Security,Sem 3,2025-04-20,Hinglish,2,Course unnecessarily hard hai aur prerequisites clear nahi the.,Negative,0.78,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.83, ""snippet"": ""Course unnecessarily hard hai aur prerequisites clear nahi the.""}]",2,Exam Difficulty & Time Management,0.16,course unnecessarily hard hai aur prerequisites clear nahi the.,Hinglish,0.92,Negative,-0.783
FB_01043,STU_4850,DB202,Database Management Systems,Sem 3,2025-01-18,Hinglish,3,Evaluation standard guidelines ke hisab se hua.,Neutral,0.65,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Neutral"", ""confidence"": 0.83, ""snippet"": ""Evaluation standard guidelines ke hisab se hua.""}]",2,Exam Difficulty & Time Management,0.17,evaluation standard guidelines ke hisab se hua.,Hinglish,0.84,Neutral,0.16
FB_01044,STU_3677,DB202,Database Management Systems,Sem 1,2024-04-08,English,2,"Difficulty was moderate, manageable with consistent weekly study. Moreover, The instructor seems unprepared during theoretical lectures.",Negative,0.61,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Neutral"", ""confidence"": 0.89, ""snippet"": ""Difficulty was moderate, manageable with consistent weekly study.""}, {""aspect"": ""Teaching Quality"", ""sentiment"": ""Negative"", ""confidence"": 0.93, ""snippet"": ""The instructor seems unprepared during theoretical lectures.""}]",1,Lab Infrastructure & Hardware,0.17,"difficulty was moderate, manageable with consistent weekly study. moreover, the instructor seems unprepared during theoretical lectures.",English,0.82,Negative,-0.591
FB_01045,STU_7781,SE303,Software Engineering & Architecture,Sem 6,2026-07-28,English,4,"Standard slides and textbook chapters were shared on the portal. Moreover, Assignments were practical, thought-provoking, and strengthened our coding skills.",Positive,0.92,"[{""aspect"": ""Study Material"", ""sentiment"": ""Neutral"", ""confidence"": 0.88, ""snippet"": ""Standard slides and textbook chapters were shared on the portal.""}, {""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Assignments were practical, thought-provoking, and strengthened our coding skills.""}]",1,Lab Infrastructure & Hardware,0.15,"standard slides and textbook chapters were shared on the portal. moreover, assignments were practical, thought-provoking, and strengthened our coding skills.",English,0.86,Positive,0.915
FB_01046,STU_1657,CN204,Computer Networks & Security,Sem 1,2024-04-26,English,5,"Evaluation criteria were clearly communicated at the start of term. Additionally, Too rushed towards the end of semester to finish pending syllabus. Moreover, Professor and TAs are remarkably approachable during office hours.",Positive,0.73,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""Evaluation criteria were clearly communicated at the start of term.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.94, ""snippet"": ""Too rushed towards the end of semester to finish pending syllabus.""}, {""aspect"": ""Faculty Support"", ""sentiment"": ""Positive"", ""confidence"": 0.9, ""snippet"": ""Professor and TAs are remarkably approachable during office hours.""}]",1,Lab Infrastructure & Hardware,0.15,"evaluation criteria were clearly communicated at the start of term. additionally, too rushed towards the end of semester to finish pending syllabus. moreover, professor and tas are remarkably approachable during office hours.",Hinglish,0.8,Positive,0.72
FB_01047,STU_9698,DS201,Data Structures & Algorithms,Sem 1,2024-03-13,Hinglish,5,"Syllabus cover ho gaya time pe, average teaching quality. but Exam paper well balanced tha, jo padha tha wahi aaya. par Sir speed bohot balanced rakhte hain aur repeat bhi karte hain.",Positive,0.93,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Neutral"", ""confidence"": 0.95, ""snippet"": ""Syllabus cover ho gaya time pe, average teaching quality.""}, {""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.89, ""snippet"": ""Exam paper well balanced tha, jo padha tha wahi aaya.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""Sir speed bohot balanced rakhte hain aur repeat bhi karte hain.""}]",2,Exam Difficulty & Time Management,0.16,"syllabus cover ho gaya time pe, average teaching quality. but exam paper well balanced tha, jo padha tha wahi aaya. par sir speed bohot balanced rakhte hain aur repeat bhi karte hain.",Hinglish,0.87,Positive,0.927
FB_01048,STU_3919,CN204,Computer Networks & Security,Sem 5,2026-04-01,English,3,"The syllabus is modern, up to date, and aligned with industry standards. Additionally, Practical exercises were just copy-pasting code without understanding.",Neutral,0.79,"[{""aspect"": ""Course Content"", ""sentiment"": ""Positive"", ""confidence"": 0.84, ""snippet"": ""The syllabus is modern, up to date, and aligned with industry standards.""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.94, ""snippet"": ""Practical exercises were just copy-pasting code without understanding.""}]",1,Lab Infrastructure & Hardware,0.15,"the syllabus is modern, up to date, and aligned with industry standards. additionally, practical exercises were just copy-pasting code without understanding.",English,0.86,Neutral,-0.01
FB_01049,STU_7155,DS201,Data Structures & Algorithms,Sem 3,2025-02-06,English,5,"Pace varies depending on the topic but is mostly acceptable. However, Campus computing lab has fast workstations and modern GPUs for ML training.",Positive,0.92,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Neutral"", ""confidence"": 0.96, ""snippet"": ""Pace varies depending on the topic but is mostly acceptable.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""Campus computing lab has fast workstations and modern GPUs for ML training.""}]",1,Lab Infrastructure & Hardware,0.16,"pace varies depending on the topic but is mostly acceptable. however, campus computing lab has fast workstations and modern gpus for ml training.",English,0.87,Positive,0.908
FB_01050,STU_5992,CS101,Introduction to Programming,Sem 4,2025-09-17,Hinglish,4,Lab manuals outdated hain aur code errors solve nahi karate. par Capstone project se portfolio ke liye bohot strong project ban gaya. on the other hand Exam preparation ke liye reference material best tha.,Positive,0.66,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.82, ""snippet"": ""Lab manuals outdated hain aur code errors solve nahi karate.""}, {""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.82, ""snippet"": ""Capstone project se portfolio ke liye bohot strong project ban gaya.""}, {""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""Exam preparation ke liye reference material best tha.""}]",2,Exam Difficulty & Time Management,0.16,lab manuals outdated hain aur code errors solve nahi karate. par capstone project se portfolio ke liye bohot strong project ban gaya. on the other hand exam preparation ke liye reference material best tha.,Hinglish,0.85,Positive,0.637
FB_01051,STU_7508,DB202,Database Management Systems,Sem 3,2025-03-10,Hindi,4,"परीक्षा सामान्य थी, कुछ प्रश्न आसान और कुछ मध्यम थे। साथ ही साथ गृहकार्य से परीक्षा की तैयारी में बहुत मदद मिली।",Positive,0.73,"[{""aspect"": ""Exams"", ""sentiment"": ""Neutral"", ""confidence"": 0.89, ""snippet"": ""परीक्षा सामान्य थी, कुछ प्रश्न आसान और कुछ मध्यम थे।""}, {""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.97, ""snippet"": ""गृहकार्य से परीक्षा की तैयारी में बहुत मदद मिली।""}]",5,Course Theme 6,0.16,"परीक्षा सामान्य थी, कुछ प्रश्न आसान और कुछ मध्यम थे। साथ ही साथ गृहकार्य से परीक्षा की तैयारी में बहुत मदद मिली।",Hindi,0.99,Positive,0.722
FB_01052,STU_6722,AI401,Artificial Intelligence & Robotics,Sem 4,2025-09-22,English,5,"Slide decks were concise, clean, and contained helpful code snippets.",Positive,0.8,"[{""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""Slide decks were concise, clean, and contained helpful code snippets.""}]",1,Lab Infrastructure & Hardware,0.14,"slide decks were concise, clean, and contained helpful code snippets.",English,0.83,Positive,0.799
FB_01053,STU_6205,DB202,Database Management Systems,Sem 4,2025-08-24,English,5,"Detailed constructive feedback was provided on all test papers. Furthermore, Study material was adequate for passing the examinations.",Positive,0.86,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.86, ""snippet"": ""Detailed constructive feedback was provided on all test papers.""}, {""aspect"": ""Study Material"", ""sentiment"": ""Neutral"", ""confidence"": 0.85, ""snippet"": ""Study material was adequate for passing the examinations.""}]",3,Exam Difficulty & Time Management (Track 4),0.21,"detailed constructive feedback was provided on all test papers. furthermore, study material was adequate for passing the examinations.",English,0.88,Positive,0.857
FB_01054,STU_6564,CS101,Introduction to Programming,Sem 6,2026-07-27,English,5,Evaluation criteria were clearly communicated at the start of term.,Positive,0.91,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Evaluation criteria were clearly communicated at the start of term.""}]",1,Lab Infrastructure & Hardware,0.15,evaluation criteria were clearly communicated at the start of term.,Hinglish,0.8,Positive,0.908
FB_01055,STU_3896,DS201,Data Structures & Algorithms,Sem 2,2024-10-31,English,1,Homework problem statements are ambiguous and poorly specified.,Negative,0.83,"[{""aspect"": ""Assignments"", ""sentiment"": ""Negative"", ""confidence"": 0.94, ""snippet"": ""Homework problem statements are ambiguous and poorly specified.""}]",1,Lab Infrastructure & Hardware,0.16,homework problem statements are ambiguous and poorly specified.,English,0.85,Negative,-0.83
FB_01056,STU_7577,WD102,Full-Stack Web Development,Sem 4,2025-08-22,Hindi,1,"केवल किताबी ज्ञान पर जोर है, व्यावहारिक कुछ भी नहीं है। साथ ही साथ साझा की गई किताबें और संदर्भ सामग्री परीक्षा में बहुत काम आईं। परन्तु नंबर देने में मनमानी की गई और कोई स्पष्टीकरण नहीं दिया गया।",Negative,0.55,"[{""aspect"": ""Course Content"", ""sentiment"": ""Negative"", ""confidence"": 0.91, ""snippet"": ""केवल किताबी ज्ञान पर जोर है, व्यावहारिक कुछ भी नहीं है।""}, {""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.98, ""snippet"": ""साझा की गई किताबें और संदर्भ सामग्री परीक्षा में बहुत काम आईं।""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.83, ""snippet"": ""नंबर देने में मनमानी की गई और कोई स्पष्टीकरण नहीं दिया गया।""}]",0,Course Theme 1,0.17,"केवल किताबी ज्ञान पर जोर है, व्यावहारिक कुछ भी नहीं है। साथ ही साथ साझा की गई किताबें और संदर्भ सामग्री परीक्षा में बहुत काम आईं। परन्तु नंबर देने में मनमानी की गई और कोई स्पष्टीकरण नहीं दिया गया।",Hindi,0.99,Negative,-0.537
FB_01057,STU_9532,CN204,Computer Networks & Security,Sem 4,2025-08-25,English,4,"Doubts were answered quickly and thoroughly on the discussion forum. Additionally, High-speed Wi-Fi and well-maintained software environments in labs.",Positive,0.97,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""Doubts were answered quickly and thoroughly on the discussion forum.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""High-speed Wi-Fi and well-maintained software environments in labs.""}]",6,Exam Difficulty & Time Management (Track 7),0.18,"doubts were answered quickly and thoroughly on the discussion forum. additionally, high-speed wi-fi and well-maintained software environments in labs.",English,0.86,Positive,0.972
FB_01058,STU_1280,DB202,Database Management Systems,Sem 2,2024-08-23,English,4,"The instructor makes even dry theoretical topics interesting. On the other hand, Appropriate level of rigor for this academic stage.",Positive,0.89,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""The instructor makes even dry theoretical topics interesting.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.9, ""snippet"": ""Appropriate level of rigor for this academic stage.""}]",1,Lab Infrastructure & Hardware,0.17,"the instructor makes even dry theoretical topics interesting. on the other hand, appropriate level of rigor for this academic stage.",Hinglish,0.8,Positive,0.891
FB_01059,STU_9631,SE303,Software Engineering & Architecture,Sem 5,2026-01-27,Hinglish,3,Capstone project se portfolio ke liye bohot strong project ban gaya. par Final exam paper bohot out of syllabus aur overly tough tha.,Neutral,0.77,"[{""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""Capstone project se portfolio ke liye bohot strong project ban gaya.""}, {""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.94, ""snippet"": ""Final exam paper bohot out of syllabus aur overly tough tha.""}]",2,Exam Difficulty & Time Management,0.16,capstone project se portfolio ke liye bohot strong project ban gaya. par final exam paper bohot out of syllabus aur overly tough tha.,Hinglish,0.87,Neutral,0.069
FB_01060,STU_4168,CN204,Computer Networks & Security,Sem 2,2024-09-22,Hindi,3,"पाठ्यक्रम काफी आधुनिक है और उद्योग की जरूरतों के अनुरूप है। परन्तु प्रोफेसर सिर्फ स्लाइड्स पढ़कर सुना देते हैं, कुछ समझाते नहीं।",Neutral,0.79,"[{""aspect"": ""Course Content"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""पाठ्यक्रम काफी आधुनिक है और उद्योग की जरूरतों के अनुरूप है।""}, {""aspect"": ""Teaching Quality"", ""sentiment"": ""Negative"", ""confidence"": 0.96, ""snippet"": ""प्रोफेसर सिर्फ स्लाइड्स पढ़कर सुना देते हैं, कुछ समझाते नहीं।""}]",5,Course Theme 6,0.17,"पाठ्यक्रम काफी आधुनिक है और उद्योग की जरूरतों के अनुरूप है। परन्तु प्रोफेसर सिर्फ स्लाइड्स पढ़कर सुना देते हैं, कुछ समझाते नहीं।",Hindi,0.99,Neutral,0.017
FB_01061,STU_2023,DB202,Database Management Systems,Sem 2,2024-07-22,Hinglish,5,Mentor ne architectural review mein bohot valuable tips diye. lekin Doubt resolution standard timing pe hi available hota hai.,Positive,0.71,"[{""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""Mentor ne architectural review mein bohot valuable tips diye.""}, {""aspect"": ""Faculty Support"", ""sentiment"": ""Neutral"", ""confidence"": 0.96, ""snippet"": ""Doubt resolution standard timing pe hi available hota hai.""}]",2,Exam Difficulty & Time Management,0.17,mentor ne architectural review mein bohot valuable tips diye. lekin doubt resolution standard timing pe hi available hota hai.,Hinglish,0.83,Positive,0.697
FB_01062,STU_9284,DS201,Data Structures & Algorithms,Sem 4,2025-08-27,English,5,"Classroom facilities were ordinary and functional. Furthermore, Capstone project provided fantastic real-world engineering exposure.",Positive,0.85,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Neutral"", ""confidence"": 0.85, ""snippet"": ""Classroom facilities were ordinary and functional.""}, {""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.89, ""snippet"": ""Capstone project provided fantastic real-world engineering exposure.""}]",1,Lab Infrastructure & Hardware,0.15,"classroom facilities were ordinary and functional. furthermore, capstone project provided fantastic real-world engineering exposure.",English,0.82,Positive,0.853
FB_01063,STU_4696,ML301,Machine Learning & Neural Networks,Sem 5,2026-04-16,Hinglish,3,"Content bohot outdated hai, modern frameworks aur tools nahi sikhaye. on the other hand Lab PCs bohot fast hain aur GPU clusters smoothly run hote hain.",Neutral,0.78,"[{""aspect"": ""Course Content"", ""sentiment"": ""Negative"", ""confidence"": 0.88, ""snippet"": ""Content bohot outdated hai, modern frameworks aur tools nahi sikhaye.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.9, ""snippet"": ""Lab PCs bohot fast hain aur GPU clusters smoothly run hote hain.""}]",2,Exam Difficulty & Time Management,0.16,"content bohot outdated hai, modern frameworks aur tools nahi sikhaye. on the other hand lab pcs bohot fast hain aur gpu clusters smoothly run hote hain.",Hinglish,0.89,Neutral,-0.047
FB_01064,STU_1711,DS201,Data Structures & Algorithms,Sem 4,2025-09-07,English,1,"Evaluation was normal and results were announced on the portal. Furthermore, The lecture pace is way too fast, rushing through crucial theorems.",Negative,0.81,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Neutral"", ""confidence"": 0.82, ""snippet"": ""Evaluation was normal and results were announced on the portal.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.96, ""snippet"": ""The lecture pace is way too fast, rushing through crucial theorems.""}]",1,Lab Infrastructure & Hardware,0.16,"evaluation was normal and results were announced on the portal. furthermore, the lecture pace is way too fast, rushing through crucial theorems.",Hinglish,0.8,Negative,-0.802
FB_01065,STU_6772,DS201,Data Structures & Algorithms,Sem 4,2025-09-28,English,5,Project reviews were constructive and offered invaluable architectural feedback. But Classroom audio-visual setup and projection were crisp and clear.,Positive,0.95,"[{""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""Project reviews were constructive and offered invaluable architectural feedback.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.82, ""snippet"": ""Classroom audio-visual setup and projection were crisp and clear.""}]",1,Lab Infrastructure & Hardware,0.15,project reviews were constructive and offered invaluable architectural feedback. but classroom audio-visual setup and projection were crisp and clear.,English,0.87,Positive,0.945
FB_01066,STU_2543,CN204,Computer Networks & Security,Sem 2,2024-08-01,Hindi,3,परीक्षा बहुत कठिन थी और समय बहुत ही कम दिया गया। वहीं दूसरी ओर कठिन विषयों को भी चरणबद्ध तरीके से आसान बना दिया गया।,Neutral,0.79,"[{""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.87, ""snippet"": ""परीक्षा बहुत कठिन थी और समय बहुत ही कम दिया गया।""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.93, ""snippet"": ""कठिन विषयों को भी चरणबद्ध तरीके से आसान बना दिया गया।""}]",0,Course Theme 1,0.17,परीक्षा बहुत कठिन थी और समय बहुत ही कम दिया गया। वहीं दूसरी ओर कठिन विषयों को भी चरणबद्ध तरीके से आसान बना दिया गया।,Hindi,0.99,Neutral,0.067
FB_01067,STU_8291,CS101,Introduction to Programming,Sem 5,2026-02-18,Hinglish,3,Weekly problem sets se lecture concepts bilkul crystal clear ho gaye. waise Study material portal pe exam se 2 din pehle upload hota hai.,Neutral,0.7,"[{""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""Weekly problem sets se lecture concepts bilkul crystal clear ho gaye.""}, {""aspect"": ""Study Material"", ""sentiment"": ""Negative"", ""confidence"": 0.9, ""snippet"": ""Study material portal pe exam se 2 din pehle upload hota hai.""}]",2,Exam Difficulty & Time Management,0.16,weekly problem sets se lecture concepts bilkul crystal clear ho gaye. waise study material portal pe exam se 2 din pehle upload hota hai.,Hinglish,0.85,Neutral,-0.04
FB_01068,STU_5656,CN204,Computer Networks & Security,Sem 6,2026-09-04,English,4,Course project was an average implementation task. Although Midterm questions were creative yet completely solvable within the allotted time.,Positive,0.91,"[{""aspect"": ""Projects"", ""sentiment"": ""Neutral"", ""confidence"": 0.84, ""snippet"": ""Course project was an average implementation task.""}, {""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.95, ""snippet"": ""Midterm questions were creative yet completely solvable within the allotted time.""}]",4,Exam Difficulty & Time Management (Track 5),0.24,course project was an average implementation task. although midterm questions were creative yet completely solvable within the allotted time.,English,0.83,Positive,0.903
